ORDERDATE,SALES,QUANTITYORDERED,COUNTRY,PRODUCTLINE,PRICEEACH,ADDRESSLINE1,CITY,STATE,CUSTOMERNAME,POSTALCODE,PHONE,TOTAL_REVENUE
2/2/2005 0:00,2909.34,42,Australia,Planes,69.27,31 Duncan St. West End,South Brisbane,Queensland,"Australian Gift Network, Co",4101,61-7-3844-6555,2909.3399999999997
4/3/2005 0:00,3193.26,42,USA,Planes,76.03,7476 Moss Rd.,Newark,NJ,Tekni Collectables Inc.,94019,2015559350,3193.26
2/24/2003 0:00,2055.23,29,USA,Motorcycles,70.87,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,2055.23
4/29/2003 0:00,2674.9,46,Australia,Motorcycles,58.15,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,2674.9
8/25/2003 0:00,1490.1,30,USA,Motorcycles,49.67,78934 Hillside Dr.,Pasadena,CA,Toys4GrownUps.com,90003,6265557265,1490.1000000000001
10/28/2003 0:00,2814.28,46,USA,Motorcycles,61.18,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,2814.28
1/12/2004 0:00,1986.8,40,Japan,Motorcycles,49.67,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,Osaka Souveniers Co.,530-0003,+81 06 6342 5555,1986.8000000000002
2/20/2004 0:00,1695.96,28,Australia,Motorcycles,60.57,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,1695.96
4/3/2004 0:00,1281.56,23,USA,Motorcycles,55.72,11328 Douglas Av.,Philadelphia,PA,Motor Mint Distributors Inc.,71270,2155559857,1281.56
5/18/2004 0:00,1774.22,29,USA,Motorcycles,61.18,7476 Moss Rd.,Newark,NJ,Tekni Collectables Inc.,94019,2015559350,1774.22
6/28/2004 0:00,1997.5,34,USA,Motorcycles,58.75,25593 South Bay Ln.,Bridgewater,CT,Gift Depot Inc.,97562,2035552570,1997.5
8/27/2004 0:00,981.2,20,USA,Motorcycles,49.06,39323 Spinnaker Dr.,Cambridge,MA,Marta's Replicas Co.,51247,6175558555,981.2
10/15/2004 0:00,1771.06,34,USA,Motorcycles,52.09,3758 North Pendale Street,White Plains,NY,Mini Classics,24067,9145554562,1771.0600000000002
11/2/2004 0:00,2213.4,42,USA,Motorcycles,52.7,7586 Pompton St.,Allentown,PA,Diecast Classics Inc.,70267,2155551555,2213.4
11/15/2004 0:00,5266.04,38,USA,Motorcycles,100,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,3800
11/23/2004 0:00,1864.8,30,Japan,Motorcycles,62.16,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,1864.8
1/5/2005 0:00,1142.41,23,USA,Motorcycles,49.67,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,1142.41
2/2/2005 0:00,1172.6,22,Australia,Motorcycles,53.3,31 Duncan St. West End,South Brisbane,Queensland,"Australian Gift Network, Co",4101,61-7-3844-6555,1172.6
5/21/2003 0:00,6483.46,34,Australia,Vintage Cars,100,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,3400
7/16/2003 0:00,7956.46,41,Australia,Vintage Cars,100,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,4100
9/12/2003 0:00,4230.62,23,USA,Vintage Cars,100,2793 Furth Circle,Brisbane,CA,Signal Collectibles Ltd.,94217,4155554312,2300
11/12/2003 0:00,3047.73,21,USA,Vintage Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2100
11/21/2003 0:00,3675.32,22,Australia,Vintage Cars,100,7 Allen Street,Glen Waverly,Victoria,"Australian Collectables, Ltd",3150,61-9-3844-6555,2200
10/21/2004 0:00,3881.25,25,USA,Vintage Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2500
11/4/2004 0:00,5797.44,36,USA,Vintage Cars,100,2304 Long Airport Avenue,Nashua,NH,Online Diecast Creations Co.,62005,6035558647,3600
11/29/2004 0:00,4815.3,21,Australia,Vintage Cars,100,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,2100
1/12/2005 0:00,3033.28,32,USA,Vintage Cars,94.79,78934 Hillside Dr.,Pasadena,CA,Toys4GrownUps.com,90003,6265557265,3033.28
3/4/2005 0:00,2030.86,26,USA,Vintage Cars,78.11,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2030.86
5/29/2005 0:00,5433.75,35,USA,Vintage Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3500
3/10/2003 0:00,3157.44,26,USA,Classic Cars,100,11328 Douglas Av.,Philadelphia,PA,Motor Mint Distributors Inc.,71270,2155559857,2600
9/11/2003 0:00,3528.36,27,Australia,Classic Cars,100,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,2700
11/5/2003 0:00,6023.16,39,USA,Classic Cars,100,25593 South Bay Ln.,Bridgewater,CT,Gift Depot Inc.,97562,2035552570,3900
11/20/2003 0:00,4965.84,38,USA,Classic Cars,100,2304 Long Airport Avenue,Nashua,NH,Online Diecast Creations Co.,62005,6035558647,3800
12/2/2003 0:00,4169.88,27,USA,Classic Cars,100,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,2700
2/26/2004 0:00,3231.36,24,USA,Classic Cars,100,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,2400
8/6/2004 0:00,4324.32,39,USA,Classic Cars,100,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,3900
11/4/2004 0:00,2851.2,27,USA,Classic Cars,100,1785 First Street,New Bedford,MA,FunGiftIdeas.com,50553,5085552555,2700
11/17/2004 0:00,1687.4,26,USA,Classic Cars,64.9,11328 Douglas Av.,Philadelphia,PA,Motor Mint Distributors Inc.,71270,2155559857,1687.4
4/22/2005 0:00,6386.16,41,USA,Classic Cars,100,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,4100
7/16/2003 0:00,5545.76,46,Australia,Vintage Cars,100,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,4600
10/20/2003 0:00,3329.09,31,USA,Vintage Cars,100,5905 Pompton St.,NYC,NY,Classic Legends Inc.,10022,2125558493,3100
11/6/2003 0:00,5592.22,46,Australia,Vintage Cars,100,31 Duncan St. West End,South Brisbane,Queensland,"Australian Gift Network, Co",4101,61-7-3844-6555,4600
11/13/2003 0:00,3298.55,37,USA,Vintage Cars,89.15,782 First Street,Philadelphia,PA,"Classic Gift Ideas, Inc",71270,2155554695,3298.55
11/21/2003 0:00,2609.88,28,Australia,Vintage Cars,93.21,7 Allen Street,Glen Waverly,Victoria,"Australian Collectables, Ltd",3150,61-9-3844-6555,2609.8799999999997
12/5/2003 0:00,3336.29,37,Canada,Vintage Cars,90.17,1900 Oak St.,Vancouver,BC,Canadian Gift Exchange Network,V3F 2K1,(604) 555-3392,3336.29
1/29/2004 0:00,5510.05,49,USA,Vintage Cars,100,3675 Furth Circle,Burbank,CA,West Coast Collectables Co.,94019,3105553722,4900
3/10/2004 0:00,2504.4,24,USA,Vintage Cars,100,4658 Baden Av.,Cambridge,MA,Cambridge Collectables Co.,51247,6175555555,2400
6/14/2004 0:00,4407,50,USA,Vintage Cars,88.14,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,4407
7/19/2004 0:00,2983.44,31,Australia,Vintage Cars,96.24,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,2983.44
10/21/2004 0:00,3711.1,37,USA,Vintage Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3700
11/4/2004 0:00,3524.73,33,USA,Vintage Cars,100,2304 Long Airport Avenue,Nashua,NH,Online Diecast Creations Co.,62005,6035558647,3300
11/29/2004 0:00,4814.4,48,Australia,Vintage Cars,100,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,4800
12/10/2004 0:00,3572.33,41,USA,Vintage Cars,87.13,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3572.33
1/20/2005 0:00,4581.36,42,USA,Vintage Cars,100,7825 Douglas Av.,Brickhaven,MA,Collectables For Less Inc.,58339,6175558555,4200
3/9/2005 0:00,1448,32,Australia,Vintage Cars,45.25,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,1448
7/16/2003 0:00,1424,20,Australia,Vintage Cars,71.2,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,1424
10/20/2003 0:00,3358.08,48,USA,Vintage Cars,69.96,5905 Pompton St.,NYC,NY,Classic Legends Inc.,10022,2125558493,3358.08
11/13/2003 0:00,2655.12,39,USA,Vintage Cars,68.08,782 First Street,Philadelphia,PA,"Classic Gift Ideas, Inc",71270,2155554695,2655.12
11/21/2003 0:00,1244.16,24,Australia,Vintage Cars,51.84,7 Allen Street,Glen Waverly,Victoria,"Australian Collectables, Ltd",3150,61-9-3844-6555,1244.16
12/5/2003 0:00,1888.88,28,Canada,Vintage Cars,67.46,1900 Oak St.,Vancouver,BC,Canadian Gift Exchange Network,V3F 2K1,(604) 555-3392,1888.8799999999999
1/29/2004 0:00,1820.01,31,USA,Vintage Cars,58.71,3675 Furth Circle,Burbank,CA,West Coast Collectables Co.,94019,3105553722,1820.01
3/10/2004 0:00,2866.95,45,USA,Vintage Cars,63.71,4658 Baden Av.,Cambridge,MA,Cambridge Collectables Co.,51247,6175555555,2866.95
6/14/2004 0:00,2632.28,49,USA,Vintage Cars,53.72,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,2632.2799999999997
10/21/2004 0:00,1880.2,35,USA,Vintage Cars,53.72,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1880.2
11/4/2004 0:00,1224.67,41,USA,Vintage Cars,29.87,2304 Long Airport Avenue,Nashua,NH,Online Diecast Creations Co.,62005,6035558647,1224.67
11/29/2004 0:00,2208.64,34,Australia,Vintage Cars,64.96,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,2208.64
12/10/2004 0:00,3458.42,49,USA,Vintage Cars,70.58,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3458.42
1/20/2005 0:00,1237.88,28,USA,Vintage Cars,44.21,7825 Douglas Av.,Brickhaven,MA,Collectables For Less Inc.,58339,6175558555,1237.88
6/16/2003 0:00,3853.6,40,USA,Ships,96.34,16780 Pompton St.,Brickhaven,MA,Auto-Moto Classics Inc.,58339,6175558428,3853.6000000000004
8/10/2003 0:00,3442.64,46,USA,Ships,74.84,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,3442.6400000000003
2/19/2004 0:00,4636.38,49,USA,Ships,94.62,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,4636.38
5/7/2004 0:00,1553.58,21,USA,Ships,73.98,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,1553.5800000000002
8/20/2004 0:00,2059.26,21,Canada,Ships,98.06,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,2059.26
10/14/2004 0:00,2586.64,31,USA,Ships,83.44,782 First Street,Philadelphia,PA,"Classic Gift Ideas, Inc",71270,2155554695,2586.64
11/1/2004 0:00,1987.02,21,UK,Ships,94.62,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,1987.02
4/1/2005 0:00,2245.2,30,USA,Ships,74.84,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,2245.2000000000003
5/6/2005 0:00,3255.12,44,USA,Ships,73.98,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,3255.1200000000003
7/16/2003 0:00,1801.2,20,Australia,Vintage Cars,90.06,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,1801.2
10/20/2003 0:00,4900.8,40,USA,Vintage Cars,100,5905 Pompton St.,NYC,NY,Classic Legends Inc.,10022,2125558493,4000
11/13/2003 0:00,2488.2,22,USA,Vintage Cars,100,782 First Street,Philadelphia,PA,"Classic Gift Ideas, Inc",71270,2155554695,2200
11/21/2003 0:00,2769.89,23,Australia,Vintage Cars,100,7 Allen Street,Glen Waverly,Victoria,"Australian Collectables, Ltd",3150,61-9-3844-6555,2300
12/5/2003 0:00,3581.4,30,Canada,Vintage Cars,100,1900 Oak St.,Vancouver,BC,Canadian Gift Exchange Network,V3F 2K1,(604) 555-3392,3000
1/29/2004 0:00,5285.14,49,USA,Vintage Cars,100,3675 Furth Circle,Burbank,CA,West Coast Collectables Co.,94019,3105553722,4900
3/10/2004 0:00,3181.53,31,USA,Vintage Cars,100,4658 Baden Av.,Cambridge,MA,Cambridge Collectables Co.,51247,6175555555,3100
6/14/2004 0:00,3138.34,37,USA,Vintage Cars,84.82,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,3138.3399999999997
7/19/2004 0:00,4775.08,38,Australia,Vintage Cars,100,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,3800
10/21/2004 0:00,4457.02,38,USA,Vintage Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3800
11/4/2004 0:00,2257.92,48,USA,Vintage Cars,47.04,2304 Long Airport Avenue,Nashua,NH,Online Diecast Creations Co.,62005,6035558647,2257.92
11/29/2004 0:00,4948.2,45,Australia,Vintage Cars,100,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,4500
12/10/2004 0:00,5160.76,44,USA,Vintage Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4400
1/20/2005 0:00,1978.62,21,USA,Vintage Cars,94.22,7825 Douglas Av.,Brickhaven,MA,Collectables For Less Inc.,58339,6175558555,1978.62
8/8/2003 0:00,6034.33,47,USA,Vintage Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4700
10/21/2003 0:00,6930.74,43,USA,Vintage Cars,100,1785 First Street,New Bedford,MA,FunGiftIdeas.com,50553,5085552555,4300
11/14/2003 0:00,3442.04,28,USA,Vintage Cars,100,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,2800
11/26/2003 0:00,6893.81,49,USA,Vintage Cars,100,567 North Pendale Street,New Haven,CT,Super Scale Inc.,97823,2035559545,4900
3/20/2004 0:00,3606.02,22,UK,Vintage Cars,100,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,2200
5/7/2004 0:00,3802.56,32,USA,Vintage Cars,100,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,3200
8/20/2004 0:00,6695.53,43,USA,Vintage Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4300
1/26/2005 0:00,3862.88,28,Japan,Vintage Cars,100,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,2800
3/23/2005 0:00,5273.73,33,USA,Vintage Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3300
5/6/2005 0:00,4872.03,41,USA,Vintage Cars,100,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,4100
3/10/2003 0:00,8257,46,USA,Classic Cars,100,11328 Douglas Av.,Philadelphia,PA,Motor Mint Distributors Inc.,71270,2155559857,4600
6/3/2003 0:00,3837.24,22,USA,Classic Cars,100,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,2200
9/11/2003 0:00,5418.88,32,Australia,Classic Cars,100,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,3200
11/5/2003 0:00,5481.45,39,Canada,Classic Cars,100,43 rue St. Laurent,Montreal,Quebec,Quebec Home Shopping Network,H1J 1C3,(514) 555-8054,3900
11/20/2003 0:00,3918.46,26,USA,Classic Cars,100,2304 Long Airport Avenue,Nashua,NH,Online Diecast Creations Co.,62005,6035558647,2600
11/25/2003 0:00,7620.5,50,USA,Classic Cars,100,3758 North Pendale Street,White Plains,NY,Mini Classics,24067,9145554562,5000
12/9/2003 0:00,3937.25,25,USA,Classic Cars,100,6251 Ingle Ln.,Boston,MA,Diecast Collectables,51003,6175552555,2500
3/11/2004 0:00,4172.52,22,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2200
7/20/2004 0:00,3928.6,20,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2000
8/6/2004 0:00,6401.22,42,USA,Classic Cars,100,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,4200
8/19/2004 0:00,4191.25,25,USA,Classic Cars,100,7586 Pompton St.,Allentown,PA,Diecast Classics Inc.,70267,2155551555,2500
9/8/2004 0:00,2844.87,21,USA,Classic Cars,100,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,2100
10/13/2004 0:00,7455.87,37,USA,Classic Cars,100,39323 Spinnaker Dr.,Cambridge,MA,Marta's Replicas Co.,51247,6175558555,3700
10/22/2004 0:00,4572.25,25,Canada,Classic Cars,100,1900 Oak St.,Vancouver,BC,Canadian Gift Exchange Network,V3F 2K1,(604) 555-3392,2500
11/4/2004 0:00,5700.09,33,USA,Classic Cars,100,1785 First Street,New Bedford,MA,FunGiftIdeas.com,50553,5085552555,3300
11/5/2004 0:00,3155.49,27,USA,Classic Cars,100,2678 Kingston Rd.,NYC,NY,Vitachrome Inc.,10022,2125551500,2700
11/17/2004 0:00,4170.69,27,USA,Classic Cars,100,11328 Douglas Av.,Philadelphia,PA,Motor Mint Distributors Inc.,71270,2155559857,2700
11/24/2004 0:00,5029.5,30,Australia,Classic Cars,100,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,3000
12/1/2004 0:00,7396.8,48,USA,Classic Cars,100,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,4800
1/20/2005 0:00,1534.95,27,Australia,Classic Cars,56.85,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,1534.95
8/8/2003 0:00,2151.82,22,USA,Trains,97.81,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2151.82
11/14/2003 0:00,3952.83,49,USA,Trains,80.67,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,3952.83
11/26/2003 0:00,3564.75,35,USA,Trains,100,567 North Pendale Street,New Haven,CT,Super Scale Inc.,97823,2035559545,3500
3/20/2004 0:00,4598.4,48,UK,Trains,95.8,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,4598.4
5/7/2004 0:00,5082.42,42,USA,Trains,100,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,4200
8/20/2004 0:00,4174.92,36,USA,Trains,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3600
1/26/2005 0:00,2117.75,25,Japan,Trains,84.71,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,2117.75
3/23/2005 0:00,2154,24,USA,Trains,89.75,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2154
5/6/2005 0:00,5808.48,48,USA,Trains,100,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,4800
7/2/2003 0:00,3510,45,USA,Classic Cars,78,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3510
9/5/2003 0:00,3097.44,36,USA,Classic Cars,86.04,7825 Douglas Av.,Brickhaven,MA,Collectables For Less Inc.,58339,6175558555,3097.44
11/4/2003 0:00,2264.32,32,Australia,Classic Cars,70.76,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,2264.32
7/2/2004 0:00,3907.8,45,Australia,Classic Cars,86.84,7 Allen Street,Glen Waverly,Victoria,"Australian Collectables, Ltd",3150,61-9-3844-6555,3907.8
8/2/2004 0:00,2658.48,38,USA,Classic Cars,69.96,7635 Spinnaker Dr.,Brickhaven,MA,Online Mini Collectables,58339,6175557555,2658.4799999999996
11/3/2004 0:00,3403.08,46,USA,Classic Cars,73.98,5290 North Pendale Street,NYC,NY,Microscale Inc.,10022,2125551957,3403.0800000000004
11/15/2004 0:00,2245.8,38,USA,Classic Cars,59.1,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,2245.8
11/24/2004 0:00,1668.5,25,Australia,Classic Cars,66.74,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,1668.4999999999998
3/4/2005 0:00,5491.6,40,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4000
7/16/2003 0:00,3095.4,30,Australia,Vintage Cars,100,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,3000
9/12/2003 0:00,3958.5,42,USA,Vintage Cars,94.25,2793 Furth Circle,Brisbane,CA,Signal Collectibles Ltd.,94217,4155554312,3958.5
10/20/2003 0:00,4991.44,43,USA,Vintage Cars,100,5905 Pompton St.,NYC,NY,Classic Legends Inc.,10022,2125558493,4300
11/12/2003 0:00,2848.23,33,USA,Vintage Cars,86.31,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2848.23
11/21/2003 0:00,2539.84,32,Australia,Vintage Cars,79.37,7 Allen Street,Glen Waverly,Victoria,"Australian Collectables, Ltd",3150,61-9-3844-6555,2539.84
12/5/2003 0:00,2444.4,28,Canada,Vintage Cars,87.3,1900 Oak St.,Vancouver,BC,Canadian Gift Exchange Network,V3F 2K1,(604) 555-3392,2444.4
1/29/2004 0:00,4555.92,41,USA,Vintage Cars,100,3675 Furth Circle,Burbank,CA,West Coast Collectables Co.,94019,3105553722,4100
6/14/2004 0:00,2321.54,26,USA,Vintage Cars,89.29,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,2321.54
9/7/2004 0:00,2501.98,26,USA,Vintage Cars,96.23,16780 Pompton St.,Brickhaven,MA,Auto-Moto Classics Inc.,58339,6175558428,2501.98
10/21/2004 0:00,3535.95,33,USA,Vintage Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3300
11/29/2004 0:00,2656.94,26,Australia,Vintage Cars,100,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,2600
12/10/2004 0:00,2604.25,25,USA,Vintage Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2500
1/20/2005 0:00,3288.6,45,USA,Vintage Cars,73.08,7825 Douglas Av.,Brickhaven,MA,Collectables For Less Inc.,58339,6175558555,3288.6
2/17/2005 0:00,8935.5,50,USA,Vintage Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,5000
7/2/2003 0:00,5432.7,42,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4200
9/5/2003 0:00,4405.22,37,USA,Classic Cars,100,7825 Douglas Av.,Brickhaven,MA,Collectables For Less Inc.,58339,6175558555,3700
11/4/2003 0:00,4444.92,36,Australia,Classic Cars,100,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,3600
7/2/2004 0:00,8427.02,49,Australia,Classic Cars,100,7 Allen Street,Glen Waverly,Victoria,"Australian Collectables, Ltd",3150,61-9-3844-6555,4900
8/2/2004 0:00,3924.6,30,USA,Classic Cars,100,7635 Spinnaker Dr.,Brickhaven,MA,Online Mini Collectables,58339,6175557555,3000
11/24/2004 0:00,6548.3,55,Australia,Classic Cars,100,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,5500
3/4/2005 0:00,7397,50,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,5000
3/10/2003 0:00,6241.6,47,USA,Classic Cars,100,11328 Douglas Av.,Philadelphia,PA,Motor Mint Distributors Inc.,71270,2155559857,4700
9/11/2003 0:00,3639.44,28,Australia,Classic Cars,100,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,2800
11/5/2003 0:00,5493.12,48,USA,Classic Cars,100,25593 South Bay Ln.,Bridgewater,CT,Gift Depot Inc.,97562,2035552570,4800
11/20/2003 0:00,5340.6,45,USA,Classic Cars,100,2304 Long Airport Avenue,Nashua,NH,Online Diecast Creations Co.,62005,6035558647,4500
12/2/2003 0:00,5735.8,35,USA,Classic Cars,100,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,3500
2/26/2004 0:00,7343.9,46,USA,Classic Cars,100,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,4600
4/13/2004 0:00,5959.22,37,Japan,Classic Cars,100,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,Osaka Souveniers Co.,530-0003,+81 06 6342 5555,3700
8/6/2004 0:00,4116.8,31,USA,Classic Cars,100,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,3100
11/4/2004 0:00,4232.76,28,USA,Classic Cars,100,1785 First Street,New Bedford,MA,FunGiftIdeas.com,50553,5085552555,2800
11/17/2004 0:00,1765.66,26,USA,Classic Cars,67.91,11328 Douglas Av.,Philadelphia,PA,Motor Mint Distributors Inc.,71270,2155559857,1765.6599999999999
1/12/2005 0:00,4808.38,46,USA,Classic Cars,100,78934 Hillside Dr.,Pasadena,CA,Toys4GrownUps.com,90003,6265557265,4600
7/2/2003 0:00,2266.2,45,USA,Motorcycles,50.36,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2266.2
9/3/2003 0:00,3155.58,47,USA,Motorcycles,67.14,2440 Pompton St.,Glendale,CT,Gift Ideas Corp.,97561,2035554407,3155.58
11/4/2003 0:00,2598.82,38,Australia,Motorcycles,68.39,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,2598.82
4/5/2004 0:00,1357.72,26,USA,Motorcycles,52.22,2678 Kingston Rd.,NYC,NY,Vitachrome Inc.,10022,2125551500,1357.72
6/30/2004 0:00,2626.08,48,USA,Motorcycles,54.71,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,2626.08
